List,reference,Source,plant,Cultivar,compound,subC,family,Class,concentration,SD,unit,plant_part,plant_material,method,Season,location,year,DM,percDM,n,Treatment,T.conc
123,Wyse_et_al.2021,Journal_article,Medicago_sativa,Aurora,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,10.7,2.8,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_6,
124,Wyse_et_al.2021,Journal_article,Medicago_sativa,Aurora,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,5.4,2.5,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_6,
125,Wyse_et_al.2021,Journal_article,Medicago_sativa,Aurora,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,56.9,11,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_6,
126,Wyse_et_al.2021,Journal_article,Medicago_sativa,Aurora,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,9.8,3.5,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_6,
127,Wyse_et_al.2021,Journal_article,Medicago_sativa,Aurora,Genistein,Genistein,Isoflavonoid,Phytoestrogen,51.3,11.5,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_6,
128,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,25.2,3.7,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
129,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,16.8,5.8,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
130,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,14.6,2.2,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
131,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,3.6,3.4,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
132,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,9.2,3.4,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
133,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,Genistein,Genistein,Isoflavonoid,Phytoestrogen,137,21.1,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
134,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,11.5,3.7,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
135,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,8.7,4.8,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
136,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,9.8,79,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
137,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,2.9,2.5,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
138,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,5.5,2.6,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
139,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,Genistein,Genistein,Isoflavonoid,Phytoestrogen,57,21,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
140,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,21.8,2.7,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
141,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,8.1,4.4,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
142,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,11.6,3.5,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
143,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,27.1,7.7,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
144,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,15.6,4.7,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
145,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,Genistein,Genistein,Isoflavonoid,Phytoestrogen,17.8,4.2,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
146,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,43,17.4,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
147,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,46.1,5.4,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
148,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,19.4,7.8,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
149,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,12.8,3.2,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
150,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,121.2,36,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
151,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,Genistein,Genistein,Isoflavonoid,Phytoestrogen,91.3,25.9,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
152,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,7.8,0.6,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
153,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,6.2,2,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
154,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,8.6,2.6,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
155,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,3.6,3.6,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
156,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,144,6.4,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
157,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,Genistein,Genistein,Isoflavonoid,Phytoestrogen,26,9.3,mg.kgDM,aerial,aerial,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
158,Wyse_et_al.2021,Journal_article,Medicago_sativa,Force5,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,33.3,4.1,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_5,
159,Wyse_et_al.2021,Journal_article,Medicago_sativa,Force5,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,3.4,0.4,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_5,
160,Wyse_et_al.2021,Journal_article,Medicago_sativa,Force5,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,13.6,4.1,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_5,
161,Wyse_et_al.2021,Journal_article,Medicago_sativa,Force5,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,7.1,3.1,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_5,
162,Wyse_et_al.2021,Journal_article,Medicago_sativa,Force5,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,2.1,1.4,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_5,
163,Wyse_et_al.2021,Journal_article,Medicago_sativa,Force5,Genistein,Genistein,Isoflavonoid,Phytoestrogen,3.7,3.3,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_5,
164,Wyse_et_al.2021,Journal_article,Medicago_sativa,Aurora,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,65.9,4.7,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_6,
165,Wyse_et_al.2021,Journal_article,Medicago_sativa,Aurora,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,8.3,2.8,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_6,
166,Wyse_et_al.2021,Journal_article,Medicago_sativa,Aurora,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,18.5,17,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_6,
167,Wyse_et_al.2021,Journal_article,Medicago_sativa,Aurora,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,23.6,14,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_6,
168,Wyse_et_al.2021,Journal_article,Medicago_sativa,Aurora,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,0.2,0.1,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_6,
169,Wyse_et_al.2021,Journal_article,Medicago_sativa,Aurora,Genistein,Genistein,Isoflavonoid,Phytoestrogen,5.6,2.4,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Semi_winterDormant_6,
170,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,26.7,8.2,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
171,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,10,0,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
172,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,19.3,5.8,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
173,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,17.4,5,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
174,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,6.1,1.6,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
175,Wyse_et_al.2021,Journal_article,Medicago_sativa,SARDI7,Genistein,Genistein,Isoflavonoid,Phytoestrogen,6.5,1.2,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
176,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,44.2,13.4,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
177,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,7,1.1,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
178,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,19.7,10,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
179,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,9.2,1,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
180,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,16.6,6.1,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
181,Wyse_et_al.2021,Journal_article,Medicago_sativa,Genesis,Genistein,Genistein,Isoflavonoid,Phytoestrogen,2.4,1.4,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Winter_active_7,
182,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,27.8,9.9,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
183,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,32.8,1.7,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
184,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,18.7,12.7,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
185,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,13.2,1.2,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
186,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,17.8,6.2,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
187,Wyse_et_al.2021,Journal_article,Medicago_sativa,Magna804,Genistein,Genistein,Isoflavonoid,Phytoestrogen,18.3,10.7,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_8,
188,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,24,24,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
189,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,56.1,1.2,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
190,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,17.9,1.3,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
191,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,0.5,0.5,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
192,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,2.5,1.1,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
193,Wyse_et_al.2021,Journal_article,Medicago_sativa,Silverado,Genistein,Genistein,Isoflavonoid,Phytoestrogen,8.3,3.3,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
194,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,52.8,26.1,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
195,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,3'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,14.3,2,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
196,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,4'Methoxycoumestrol,Coumestrol,Coumarin,Phytoestrogen,17.9,13.5,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
197,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,10.1,2.5,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
198,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,Formononetin,Formononetin,Isoflavonoid,Phytoestrogen,84.2,26.1,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
199,Wyse_et_al.2021,Journal_article,Medicago_sativa,Cortez,Genistein,Genistein,Isoflavonoid,Phytoestrogen,2.6,2.6,mg.kgDM,hay,aerial_dry,HPLC,Unknown,Australia(NSW),,,,6,Highly_winter_active_9,
200,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,30.2,1.2,GAE.gDM,aerial,leaf,Spectrophotometry,Unknown,Poland,,,,4,SFE,
201,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,139,7.1,RE.gDM,aerial,leaf,Spectrophotometry,Unknown,Poland,,,,4,SFE,
202,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_Saponins,Total_Saponins,Triterpenoid,Terpenoid,630,60,OAE.gDM,aerial,leaf,Spectrophotometry,Unknown,Poland,,,,4,SFE,
203,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,48.8,4.6,GAE.gDM,rep.parts,rep.parts,Spectrophotometry,Unknown,Poland,,,,4,UAE70,
204,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,108,6,RE.gDM,rep.parts,rep.parts,Spectrophotometry,Unknown,Poland,,,,4,SE96,
205,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_Saponins,Total_Saponins,Triterpenoid,Terpenoid,565,100,OAE.gDM,rep.parts,rep.parts,Spectrophotometry,Unknown,Poland,,,,4,SFE,
206,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,27.7,0.8,GAE.gDM,aerial,stem,Spectrophotometry,Unknown,Poland,,,,4,ASE70,
207,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,24.8,2.4,RE.gDM,aerial,stem,Spectrophotometry,Unknown,Poland,,,,4,ASE70,
208,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_Saponins,Total_Saponins,Triterpenoid,Terpenoid,280,5,OAE.gDM,aerial,stem,Spectrophotometry,Unknown,Poland,,,,4,UAE70,
209,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_phenolic_content,Total_phenolic_content,Polyphenol,Polyphenol,43.4,5,GAE.gDM,rep.parts,rep.parts,Spectrophotometry,Unknown,Poland,,,,4,SE70,
210,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,24.8,2.4,RE.gDM,rep.parts,rep.parts,Spectrophotometry,Unknown,Poland,,,,4,ASE70,
211,Krakowska _et_al2017,Journal_article,Medicago_sativa,alpha,Total_Saponins,Total_Saponins,Triterpenoid,Terpenoid,490,30,OAE.gDM,rep.parts,rep.parts,Spectrophotometry,Unknown,Poland,,,,4,SE70,
212,Tucak_et_al.2020,Journal_article,Medicago_sativa,averagef1-f20,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,67.47,2.74,ug.gDM,hay,aerial_dry,HPLC,annual,Croatia,2014-15,,19.73,720,,
213,Tucak_et_al.2020,Journal_article,Medicago_sativa,averagef1-f20,Glycitein,Glycitein,Isoflavonoid,Phytoestrogen,337,15.42,ug.gDM,hay,aerial_dry,HPLC,annual,Croatia,2014-15,,19.73,720,,
214,Tucak_et_al.2020,Journal_article,Medicago_sativa,averagef1-f20,Genistein,Genistein,Isoflavonoid,Phytoestrogen,688.63,9.64,ug.gDM,hay,aerial_dry,HPLC,annual,Croatia,2014-15,,19.73,720,,
215,Tucak_et_al.2020,Journal_article,Medicago_sativa,averagef1-f20,Coumestrol,Coumestrol,Coumarin,Phytoestrogen,568.08,12.04,ug.gDM,hay,aerial_dry,HPLC,annual,Croatia,2014-15,,19.73,720,,
216,Tucak_et_al.2020,Journal_article,Medicago_sativa,averagef1-f20,Kaempferol,Kaempferol,Flavonol,Flavonoid,609.46,21.13,ug.gDM,hay,aerial_dry,HPLC,annual,Croatia,2014-15,,19.73,720,,
217,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,Jemalong_A17,Total_Saponins,Total_Saponins,Triterpenoid,Terpenoid,1530.7,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
218,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,Jemalong_A17,Medicagenic_acid,Medicagenic_acid,Triterpenoid,Terpenoid,841.1,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
219,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,Jemalong_A17,Zahnic_acid,Zahnic_acid,Triterpenoid,Terpenoid,668.9,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
220,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,Jemalong_A17,SoyaspogenolE,SoyaspogenolE,Triterpenoid,Terpenoid,nd,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
221,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,Jemalong_A17,SoyaspogenolB,SoyaspogenolB,Triterpenoid,Terpenoid,20.7,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
222,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,longispina,Total_Saponins,Total_Saponins,Triterpenoid,Terpenoid,223.8,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
223,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,longispina,Medicagenic_acid,Medicagenic_acid,Triterpenoid,Terpenoid,1047.4,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
224,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,longispina,Zahnic_acid,Zahnic_acid,Triterpenoid,Terpenoid,1129.6,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
225,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,longispina,SoyaspogenolE,SoyaspogenolE,Triterpenoid,Terpenoid,6.8,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
226,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,longispina,SoyaspogenolB,SoyaspogenolB,Triterpenoid,Terpenoid,48,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
227,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,truncatula,Total_Saponins,Total_Saponins,Triterpenoid,Terpenoid,2224.3,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
228,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,truncatula,Medicagenic_acid,Medicagenic_acid,Triterpenoid,Terpenoid,1154.2,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
229,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,truncatula,Zahnic_acid,Zahnic_acid,Triterpenoid,Terpenoid,953.4,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
230,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,truncatula,SoyaspogenolE,SoyaspogenolE,Triterpenoid,Terpenoid,40.2,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
231,Kapusta_et_al.2005,Journal_article,Medicago_truncatula,truncatula,SoyaspogenolB,SoyaspogenolB,Triterpenoid,Terpenoid,76.5,,ug.gDM,rep.parts,rep.parts,HPLC_MS,Unknown,Poland,,,,3,,
232,Iqbal_et_al2021,Journal_article,Chicorium_intybus,commandar,Gallic_acid,Gallic_acid,Phenolic_acid,Phenolic_acid,38.17,0.03,ug.gDM,aerial,aerial,LC_ESI_QTOFMS_HPLC,Spring,Australia,2019,,,3,,
233,Iqbal_et_al2021,Journal_article,Chicorium_intybus,commandar,Cinnamic_acid,Cinnamic_acid,Phenolic_acid,Phenolic_acid,115,0.01,ug.gDM,aerial,aerial,LC_ESI_QTOFMS_HPLC,Spring,Australia,2019,,,3,,
234,Iqbal_et_al2021,Journal_article,Chicorium_intybus,commandar,2-hydroxybenzoic_acid,Hydroxybenzoic_acid,Phenolic_acid,Phenolic_acid,,,ug.gDM,aerial,aerial,LC_ESI_QTOFMS_HPLC,Spring,Australia,2019,,,3,,
235,Iqbal_et_al2021,Journal_article,Chicorium_intybus,commandar,p-hydroxybenzoic_acid,Hydroxybenzoic_acid,Phenolic_acid,Phenolic_acid,,,ug.gDM,aerial,aerial,LC_ESI_QTOFMS_HPLC,Spring,Australia,2019,,,3,,
